id,full_name,web_name,team_name,position,now_cost_millions,total_points,points_per_game,selected_by_percent,form,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,bps,influence,creativity,threat,ict_index,transfers_in_event,transfers_out_event,transfers_in,transfers_out,status,chance_of_playing_next_round,news,ep_next,ep_this
374,Ibrahima Konaté,Konaté,Liverpool,Defender,5.5,111,4.0,4.3,3.0,2404,1,0,9,32,5,0,8,438,637.8,138.9,96.0,87.5,5245,5600,815818,717256,a,100.0,,3.5,3.5
375,Conor Bradley,Bradley,Liverpool,Defender,4.9,42,2.8,0.1,0.0,928,0,2,4,13,5,0,2,157,157.4,105.2,62.0,32.3,13,43,62691,72003,i,0.0,Knee injury - Expected back 01 Jun,0.0,0.0
376,Joe Gomez,Gomez,Liverpool,Defender,4.9,30,1.9,0.2,1.0,491,0,2,2,12,2,0,2,82,108.0,71.4,26.0,20.6,130,60,24311,29713,a,100.0,,1.5,1.5
377,Konstantinos Tsimikas,Tsimikas,Liverpool,Defender,4.8,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1669,12275,u,0.0,has joined AS Roma on loan for the rest of the season.,0.0,0.0
378,Amara Nallo,Nallo,Liverpool,Defender,3.7,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,256,2295,228455,122504,a,100.0,,0.5,0.5
379,Rhys Williams,R.Williams,Liverpool,Defender,3.7,0,0.0,0.6,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,1332,97392,55574,a,,,0.5,0.5
380,Calvin Ramsay,Ramsay,Liverpool,Defender,3.8,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32,119,27879,32095,a,,,0.5,0.5
381,Mohamed Salah,M.Salah,Liverpool,Midfielder,14.0,97,4.4,14.7,3.8,1818,5,6,6,32,1,0,7,306,397.2,643.7,658.0,169.9,5355,3983,1425870,5921063,a,100.0,,4.3,4.3
382,Florian Wirtz,Wirtz,Liverpool,Midfielder,8.3,103,4.0,9.4,0.8,1913,4,3,9,23,1,0,16,426,418.6,730.7,554.0,170.3,7990,5594,2205702,4760552,a,100.0,,1.3,1.3
383,Luis Díaz Marulanda,Luis Díaz,Liverpool,Midfielder,8.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,7351,u,0.0,Has joined Bayern Munch permanently.,0.0,0.0
384,Cody Gakpo,Gakpo,Liverpool,Midfielder,7.3,104,3.7,6.0,3.8,2054,6,3,9,27,2,0,5,374,429.2,586.9,654.0,166.9,2787,3832,3441762,3778114,a,100.0,,4.3,4.3
385,Federico Chiesa,Chiesa,Liverpool,Midfielder,6.3,34,1.5,0.3,0.8,264,2,1,0,7,2,0,0,126,119.8,46.9,140.0,30.6,17,111,56570,69393,a,100.0,,1.3,1.0
386,Alexis Mac Allister,Mac Allister,Liverpool,Midfielder,6.3,84,2.9,2.4,8.0,2086,2,3,7,29,4,0,6,388,381.4,409.8,277.0,106.9,12513,2327,337289,297446,a,100.0,,8.5,8.5
387,Dominik Szoboszlai,Szoboszlai,Liverpool,Midfielder,7.0,120,4.3,12.8,5.8,2512,5,3,8,39,6,1,17,597,664.0,968.6,307.0,193.9,60738,4257,2706048,1511205,a,100.0,,6.3,6.3
388,Curtis Jones,C.Jones,Liverpool,Midfielder,5.4,48,1.8,0.1,1.2,1260,0,2,3,24,1,0,1,278,229.4,328.1,160.0,71.7,60,110,29337,34581,a,100.0,,1.7,1.7
390,Ryan Gravenberch,Gravenberch,Liverpool,Midfielder,5.5,121,4.3,5.0,2.5,2428,4,5,9,32,5,0,13,557,574.8,418.6,173.0,116.3,2832,8094,2054273,1538189,a,100.0,,3.0,3.0
392,Endo Wataru,Endo,Liverpool,Midfielder,4.9,12,1.5,0.1,0.0,170,0,1,1,5,1,0,0,49,56.0,18.1,6.0,8.0,3,28,7367,15277,i,0.0,Foot injury - Unknown return date,0.0,0.0
393,Stefan Bajčetić Maquieira,Bajcetic,Liverpool,Midfielder,4.2,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,304,12905,10932,i,0.0,Hamstring injury - Unknown return date,0.0,0.0
394,James McConnell,McConnell,Liverpool,Midfielder,4.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1737,4102,u,0.0,has joined Ajax on loan for the rest of the season.,0.0,0.0
395,Tyler Morton,Morton,Liverpool,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,361,u,0.0,Has joined Lyon permanently.,0.0,0.0
396,Trey Nyoni,Nyoni,Liverpool,Midfielder,4.3,4,1.0,0.3,0.5,13,0,0,0,1,0,0,0,6,2.4,12.6,4.0,1.8,48,186,98224,84032,a,,,1.0,1.0
397,Darwin Núñez Ribeiro,Darwin,Liverpool,Forward,6.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,15965,u,0.0,Has joined Al-Hilal permanently.,0.0,0.0
398,Jayden Danns,Danns,Liverpool,Forward,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,22,20,9163,19825,i,0.0,Hamstring injury - Unknown return date,0.0,0.0
499,Alexander Isak,Isak,Liverpool,Forward,10.3,29,2.9,3.5,0.0,501,2,1,1,7,0,0,2,96,97.6,36.5,143.0,26.9,53,409,1797463,2417030,i,0.0,Ankle injury - Expected back 11 Apr,0.0,0.0
661,Hugo Ekitiké,Ekitiké,Liverpool,Forward,9.2,124,4.6,35.7,5.0,1790,11,4,7,25,0,0,22,430,525.8,306.9,739.0,156.2,57228,28575,8965300,6819672,a,100.0,,5.5,5.5
686,Rio Ngumoha,Ngumoha,Liverpool,Midfielder,4.3,19,1.6,0.8,1.5,191,1,0,1,5,0,0,0,102,87.2,116.2,107.0,31.2,1616,1291,265810,188127,a,,,2.0,2.0
692,Giovanni Leoni,Leoni,Liverpool,Defender,4.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,8,1903,2553,i,0.0,Knee injury - Expected back 01 Sep,0.0,0.0
746,Kieran Morrison,Morrison,Liverpool,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,9,1040,870,a,,,0.5,0.5
760,Wellity Lucky,Lucky,Liverpool,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11,20,1125,972,a,,,0.5,0.5
82,Antoine Semenyo,Semenyo,Man City,Midfielder,8.3,174,6.0,54.1,5.2,2590,15,6,8,47,6,0,17,569,797.0,496.1,854.0,214.6,10385,140631,11954238,6272729,a,100.0,,0.0,5.7
182,James Trafford,Trafford,Man City,Goalkeeper,4.5,11,3.7,0.9,0.0,270,0,0,1,4,0,0,0,62,100.2,0.0,0.0,10.1,30,159,100039,273438,a,,,0.0,0.5
260,Marc Guéhi,Guéhi,Man City,Defender,5.2,135,4.8,34.5,2.8,2520,2,4,10,30,5,0,9,516,689.8,223.3,342.0,125.6,3880,126119,6110762,3276505,a,100.0,,0.0,3.3
399,Ederson Santana de Moraes,Ederson M.,Man City,Goalkeeper,5.3,0,0.0,0.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,52,15200,273323,u,0.0,has joined Fenerbache permanently.,0.0,0.0
401,Marcus Bettinelli,Bettinelli,Man City,Goalkeeper,3.8,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1376,996,65181,39327,a,100.0,,0.0,0.5
402,Rayan Aït-Nouri,Aït-Nouri,Man City,Defender,5.7,44,3.4,4.4,4.5,778,0,2,3,8,2,0,7,183,170.2,143.6,57.0,37.0,1220,7807,632215,2415123,a,100.0,,0.0,5.0
403,Joško Gvardiol,Gvardiol,Man City,Defender,5.9,77,4.8,3.3,0.0,1301,2,2,6,13,2,0,5,291,354.6,104.7,193.0,65.3,32,1050,1374383,2188244,i,0.0,Leg injury - Unknown return date,0.0,0.0
404,Manuel Akanji,Akanji,Man City,Defender,5.4,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15,9281,85551,u,0.0,has joined Inter Milan on loan for the rest of the season.,0.0,0.0
405,Nathan Aké,Aké,Man City,Defender,5.2,27,1.9,0.6,0.2,487,0,0,2,7,1,0,1,114,102.0,93.1,25.0,22.1,70,299,45269,86939,a,,,0.0,0.7
406,Abdukodir Khusanov,Khusanov,Man City,Defender,5.4,35,2.3,0.4,1.0,887,0,0,3,8,2,0,0,174,175.0,48.6,10.0,23.5,285,425,55327,76257,a,100.0,,0.0,1.5
407,Matheus Nunes,Matheus N.,Man City,Defender,5.4,128,4.7,3.1,3.2,2264,1,7,9,23,4,0,16,541,559.0,419.2,113.0,109.4,918,20364,952741,615071,a,100.0,,0.0,3.7
408,Rúben dos Santos Gato Alves Dias,Rúben,Man City,Defender,5.5,112,4.5,3.4,2.5,2049,2,0,12,20,3,0,4,447,549.2,139.5,96.0,78.6,682,3820,950142,1061835,a,100.0,,0.0,3.0
409,John Stones,Stones,Man City,Defender,5.4,12,1.7,0.6,0.0,351,0,0,1,8,0,0,0,45,76.6,19.6,2.0,9.8,63,128,51553,110201,a,100.0,,0.0,0.5
410,Rico Lewis,Lewis,Man City,Defender,4.6,19,1.9,1.2,0.0,311,0,1,1,5,1,0,2,75,67.4,97.3,43.0,20.7,9,750,369833,464176,d,25.0,Ankle injury - 25% chance of playing,0.0,0.1
411,Nico O'Reilly,O'Reilly,Man City,Defender,5.1,125,4.5,9.0,6.2,2130,4,3,11,20,4,0,6,442,523.0,338.2,390.0,125.2,7926,43309,2779554,1607162,a,100.0,,0.0,6.7
412,Vitor de Oliveira Nunes dos Reis,Vitor Reis,Man City,Defender,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,853,u,0.0,Has joined Girona on loan for the rest of the season.,0.0,0.0
413,Omar Marmoush,Marmoush,Man City,Midfielder,8.3,40,2.4,2.6,2.5,566,1,3,3,5,2,0,4,122,132.2,146.4,229.0,50.4,1011,3143,281512,1279061,a,100.0,,0.0,3.0
414,Phil Foden,Foden,Man City,Midfielder,8.0,112,4.3,8.2,1.0,1808,7,3,10,16,4,0,10,488,504.2,772.4,439.0,171.4,409,12056,6170957,5513933,a,100.0,,0.0,1.5
415,Sávio Moreira de Oliveira,Savinho,Man City,Midfielder,6.9,27,1.6,0.4,0.2,561,0,2,2,5,2,0,0,90,81.2,138.9,232.0,45.2,103,137,34768,114105,a,100.0,,0.0,0.7
416,Bernardo Mota Veiga de Carvalho e Silva,Bernardo,Man City,Midfielder,6.2,81,2.7,0.6,3.8,2242,2,4,9,24,9,0,4,415,406.2,613.4,226.0,124.7,1212,903,96505,135694,a,100.0,,0.0,4.3
417,Rayan Cherki,Cherki,Man City,Midfielder,6.4,100,4.0,7.2,2.5,1297,3,9,6,13,1,0,12,440,441.6,709.0,380.0,153.3,2100,28157,2738381,2830707,a,100.0,,0.0,3.0
418,Jérémy Doku,Doku,Man City,Midfielder,6.4,74,3.4,2.3,0.5,1222,1,7,5,13,0,0,9,319,311.4,598.3,384.0,129.2,766,1072,2127252,2089501,a,100.0,,0.0,1.0
420,İlkay Gündoğan,Gündoğan,Man City,Midfielder,6.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1928,19873,u,0.0,has joined Galatasaray permanently.,0.0,0.0
421,Rodrigo 'Rodri' Hernandez Cascante,Rodrigo,Man City,Midfielder,6.3,57,3.2,0.5,5.5,1243,1,0,4,13,2,0,5,294,309.6,372.5,96.0,77.9,491,834,66719,102792,a,100.0,,0.0,6.0
422,Mateo Kovačić,Kovačić,Man City,Midfielder,5.8,1,1.0,0.0,0.0,4,0,0,0,0,0,0,0,3,2.6,0.8,0.0,0.3,17,8,2461,3405,a,100.0,,0.0,0.1
423,Nico González Iglesias,N.Gonzalez,Man City,Midfielder,5.9,55,2.6,0.1,0.0,1370,1,0,7,14,6,0,1,289,278.6,185.6,64.0,52.8,34,70,28036,31271,a,100.0,,0.0,0.5
425,Claudio Echeverri,Echeverri,Man City,Midfielder,5.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,194,3233,u,0.0,has joined Girona on loan for the rest of the season.,0.0,0.0
427,Tijjani Reijnders,Reijnders,Man City,Midfielder,5.0,86,3.3,9.4,0.5,1488,5,2,7,16,2,0,6,325,339.4,340.0,394.0,106.5,422,5866,3554610,4966063,a,,,0.0,1.0
428,Sverre Nypan,Nypan,Man City,Midfielder,5.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10,13,241,2598,a,100.0,,0.0,0.5
429,Kalvin Phillips,Phillips,Man City,Midfielder,4.7,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,4052,8457,u,0.0,has joined Sheffield United on loan for the rest of the season.,0.0,0.0
430,Erling Haaland,Haaland,Man City,Forward,14.5,197,6.8,56.6,2.5,2413,22,7,10,27,1,0,35,786,977.0,264.7,1217.0,246.0,3052,185844,6903434,3214092,a,100.0,,0.0,3.0
736,Gianluigi Donnarumma,Donnarumma,Man City,Goalkeeper,5.6,104,3.9,9.3,3.2,2430,0,0,11,24,6,0,3,448,544.4,0.0,0.0,54.6,2738,20891,2130061,1303389,a,,,0.0,3.7
739,Divine Mukasa,Mukasa,Man City,Midfielder,4.4,2,1.0,0.0,0.0,25,0,0,0,0,0,0,0,5,4.2,28.3,4.0,3.7,0,6,3500,3268,u,0.0,has joined Leicester City on loan for the rest of the season.,0.0,0.0
740,Stephen Mfuni,Mfuni,Man City,Defender,3.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,3208,3898,u,0.0,has joined Watford on loan for the rest of the season.,0.0,0.0
742,Ryan McAidoo,McAidoo,Man City,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,11,1562,1318,a,,,0.0,0.5
763,Charlie Gray,Gray,Man City,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,10,447,324,a,,,0.0,0.5
764,Reigan Heskey,Heskey,Man City,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,9,240,182,a,,,0.0,0.5
794,Max Alleyne,Alleyne,Man City,Defender,4.0,5,2.5,0.0,0.0,135,0,0,0,1,0,0,0,27,34.0,14.8,26.0,7.5,9,25,5186,4669,a,100.0,,0.0,0.5
119,Bryan Mbeumo,Mbeumo,Man Utd,Midfielder,8.6,120,4.8,22.9,2.8,2121,9,3,5,32,4,0,15,437,531.6,679.3,734.0,194.5,22276,40714,7128354,6059450,a,100.0,,3.3,3.3
431,Altay Bayındır,Bayindir,Man Utd,Goalkeeper,4.7,11,1.8,0.3,0.0,540,0,0,0,11,0,0,0,49,118.4,10.0,0.0,12.8,94,118,37326,62863,a,,,0.5,0.5
432,André Onana,Onana,Man Utd,Goalkeeper,4.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,5156,26557,u,0.0,has joined Trabzonspor on loan for the rest of the season.,0.0,0.0
433,Elyh Harrison,Harrison,Man Utd,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,252,u,0.0,On loan to Shrewsbury Town,0.0,0.0
434,Tom Heaton,Heaton,Man Utd,Goalkeeper,3.8,0,0.0,0.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,145,196,15899,25130,a,,,0.5,0.5
435,Dermot Mee,Mee,Man Utd,Goalkeeper,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,55,5498,8810,a,,,0.5,0.5
436,Matthijs de Ligt,De Ligt,Man Utd,Defender,4.9,43,3.3,1.8,0.0,1170,1,0,1,20,0,0,5,169,276.6,60.2,122.0,45.7,22,462,419674,548762,i,0.0,Back injury - Unknown return date,0.0,0.0
437,Lisandro Martínez,Martinez,Man Utd,Defender,4.8,39,2.8,0.5,0.0,904,0,0,3,11,0,0,3,165,220.2,78.3,10.0,31.0,17,3760,169594,137832,i,0.0,Calf injury - Expected back 13 Apr,0.0,0.0
438,Noussair Mazraoui,Mazraoui,Man Utd,Defender,4.9,28,1.9,0.2,2.0,610,0,0,2,7,3,0,3,135,133.8,65.9,30.0,22.8,307,213,36425,55771,a,100.0,,2.5,2.5
439,Diego León Blanco,D.Leon,Man Utd,Defender,4.2,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9,20,3379,8631,a,,,0.5,0.5
440,Diogo Dalot Teixeira,Dalot,Man Utd,Defender,4.6,97,3.5,5.0,2.8,2139,1,6,6,33,5,0,9,351,447.0,386.9,180.0,101.4,8892,5565,1060082,679129,a,100.0,,3.3,3.3
441,Patrick Dorgu,Dorgu,Man Utd,Defender,4.1,74,3.4,3.0,0.0,1329,3,3,3,20,5,0,8,261,402.4,354.1,262.0,101.9,101,9884,1773266,2142311,i,0.0,Hamstring injury - Unknown return date,0.0,0.0
442,Harry Maguire,Maguire,Man Utd,Defender,4.4,63,3.7,1.7,2.8,1122,1,1,5,13,3,0,3,214,237.6,37.8,106.0,38.4,3672,1822,301638,191290,a,100.0,,3.3,3.3
443,Luke Shaw,Shaw,Man Utd,Defender,4.5,74,2.5,0.7,3.0,2527,0,1,6,37,5,0,0,309,416.6,272.9,59.0,74.9,1785,604,177264,133632,a,100.0,,3.5,3.5
444,Leny Yoro,Yoro,Man Utd,Defender,4.1,49,1.8,1.3,3.0,1516,0,1,2,28,1,0,1,169,282.4,70.0,90.0,44.1,1369,572,217382,307711,a,,,3.5,3.5
445,Harry Amass,Amass,Man Utd,Defender,4.0,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,12,1160,14507,u,0.0,has joined Norwich City on loan for the rest of the season.,0.0,0.0
446,Tyler Fredricson,Fredricson,Man Utd,Defender,3.7,1,1.0,0.1,0.0,2,0,0,0,0,0,0,0,4,4.0,0.0,0.0,0.4,310,120,11636,15071,a,,,0.5,0.5
447,Ayden Heaven,Heaven,Man Utd,Defender,3.7,27,2.1,2.2,0.2,642,0,1,1,12,2,0,0,109,175.6,27.2,26.0,22.9,2211,5223,469925,376865,a,100.0,,0.7,0.7
448,Tyrell Malacia,Malacia,Man Utd,Defender,3.8,2,1.0,0.4,0.2,7,0,0,0,1,0,0,0,2,3.6,0.5,0.0,0.4,48,209,54037,58562,a,,,0.7,0.7
449,Bruno Borges Fernandes,B.Fernandes,Man Utd,Midfielder,10.1,176,6.5,42.9,8.2,2345,7,16,4,37,3,0,33,756,970.8,1419.4,442.0,283.5,97428,1625,8048206,5462022,a,100.0,,8.7,8.7
450,Matheus Santos Carneiro da Cunha,Cunha,Man Utd,Midfielder,8.0,111,4.1,8.1,4.5,1987,7,3,6,27,1,0,11,447,511.2,403.8,596.0,151.3,34276,4044,3099877,3165958,a,100.0,,5.0,5.0
451,Marcus Rashford,Rashford,Man Utd,Midfielder,7.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2128,u,0.0,Has joined Barcelona on loan for the rest of the season,0.0,0.0
452,Amad Diallo,Amad,Man Utd,Midfielder,6.2,72,3.0,1.5,1.2,1826,2,4,4,25,2,0,6,381,371.8,533.8,459.0,136.6,1149,2553,432215,603656,a,100.0,,1.7,1.7
454,Antony dos Santos,Antony,Man Utd,Midfielder,5.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1511,10722,u,0.0,has joined Real Betis permanently.,0.0,0.0
455,Mason Mount,Mount,Man Utd,Midfielder,5.9,46,2.7,0.3,0.0,812,3,0,3,14,0,0,3,164,162.4,198.5,158.0,51.9,29,131,183835,198750,a,100.0,,0.5,0.4
457,Carlos Henrique Casimiro,Casemiro,Man Utd,Midfielder,5.7,133,4.8,3.1,5.8,2054,7,4,8,23,7,1,15,504,665.2,419.6,468.0,155.5,27265,2787,715864,399038,a,100.0,,6.3,6.3
458,Kobbie Mainoo,Mainoo,Man Utd,Midfielder,4.6,43,2.0,1.3,2.8,1023,0,2,3,15,0,0,0,203,216.2,269.7,55.0,54.2,1168,2805,225360,158701,a,100.0,,3.3,3.3
459,Manuel Ugarte Ribeiro,Ugarte,Man Utd,Midfielder,4.7,33,1.6,0.1,0.5,778,0,0,1,21,1,0,0,159,135.4,65.1,38.0,23.7,24,109,29888,38705,a,,,1.0,1.0
460,Toby Collyer,Collyer,Man Utd,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,505,9643,u,0.0,has joined Hull City on loan for the rest of the season.,0.0,0.0
461,Jayce Fitzgerald,Fitzgerald,Man Utd,Midfielder,4.3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16,22,3486,4988,a,,,0.5,0.5
462,Jack Fletcher,J.Fletcher,Man Utd,Midfielder,4.3,3,1.0,0.1,0.0,107,0,0,0,0,0,0,0,10,18.6,24.4,5.0,4.8,21,112,15137,13611,a,,,0.5,0.5
463,Sékou Koné,Kone,Man Utd,Midfielder,4.3,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,27,9069,13425,u,0.0,has joined Lausanne-Sport on loan for the rest of the season.,0.0,0.0
464,Jack Moorhouse,Moorhouse,Man Utd,Midfielder,4.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,723,2858,u,0.0,has joined Leyton Orient on loan for the rest of the season.,0.0,0.0
465,Rasmus Højlund,Højlund,Man Utd,Forward,6.3,0,0.0,0.3,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,21,5437,56712,u,0.0,has joined Napoli on loan for the rest of the season.,0.0,0.0
466,Joshua Zirkzee,Zirkzee,Man Utd,Forward,5.8,37,2.1,0.4,0.5,509,2,1,1,8,1,0,6,130,152.8,161.8,195.0,50.6,167,243,108807,130124,a,100.0,,1.0,1.0
467,Chido Obi,Obi,Man Utd,Forward,4.2,0,0.0,1.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,138,1142,272806,372238,a,,,0.5,0.5
468,Ethan Wheatley,Wheatley,Man Utd,Forward,4.5,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,4530,14869,u,0.0,has joined Bradford City on loan for the rest of the season.,0.0,0.0
681,Benjamin Sesko,Šeško,Man Utd,Forward,7.4,94,3.8,6.9,5.8,1310,9,2,1,26,1,0,17,329,401.4,133.5,679.0,120.7,56181,4056,1156872,1414277,a,100.0,,6.3,6.3
733,Senne Lammens,Lammens,Man Utd,Goalkeeper,5.0,74,3.1,2.8,3.8,2160,0,0,5,30,0,0,6,283,443.2,0.0,2.0,44.5,11465,3424,556705,307044,a,,,4.3,4.3
755,Shea Lacey,Lacey,Man Utd,Midfielder,4.5,2,1.0,0.0,0.0,12,0,0,0,0,0,0,0,8,4.0,1.5,11.0,1.5,8,28,3383,2553,a,100.0,,0.5,0.5
769,Bendito Mantato,Bendito Mantato,Man Utd,Midfielder,4.5,1,1.0,0.0,0.0,15,0,0,0,0,0,0,0,3,2.2,11.7,0.0,1.4,8,9,468,323,a,,,0.5,0.5
771,Tyler Fletcher,Fletcher,Man Utd,Midfielder,4.4,1,1.0,0.0,0.0,1,0,0,0,0,0,0,0,3,0.4,1.0,0.0,0.1,17,35,2186,1250,a,,,0.5,0.5
788,Godwill Kukonki,Kukonki,Man Utd,Defender,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,13,454,382,a,,,0.5,0.5
52,Jacob Ramsey,J.Ramsey,Newcastle,Midfielder,5.3,37,1.9,0.2,3.2,984,2,1,1,22,3,1,1,185,193.6,229.3,129.0,55.2,662,210,31999,76847,a,100.0,,3.2,2.7
135,Yoane Wissa,Wissa,Newcastle,Forward,7.3,19,1.6,0.6,0.2,421,1,0,1,8,1,0,0,57,52.0,35.5,137.0,21.7,604,478,238513,454193,a,100.0,,0.2,-0.3
469,Nick Pope,Pope,Newcastle,Goalkeeper,5.1,82,3.7,4.6,0.8,1966,0,1,7,32,1,0,3,336,505.8,0.0,35.0,54.1,5060,2874,1507093,1556941,a,100.0,,0.8,0.3
471,Mark Gillespie,Gillespie,Newcastle,Goalkeeper,3.9,0,0.0,0.1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,13,61,6785,10658,a,,,0.0,-0.5
472,Odysseas Vlachodimos,Odysseas,Newcastle,Goalkeeper,4.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,2475,u,0.0,Has joined Sevilla on loan for the rest of the season.,0.0,0.0
473,Lewis Hall,Hall,Newcastle,Defender,5.3,71,3.1,3.7,3.8,1659,1,2,4,30,3,0,4,291,438.8,292.7,131.0,86.2,53503,1256,685686,569801,a,100.0,,3.8,3.3
474,Fabian Schär,Schär,Newcastle,Defender,5.2,51,3.2,1.2,0.0,1089,0,0,4,13,1,0,0,186,291.2,63.6,108.0,46.4,36,395,296963,494830,i,0.0,Ankle injury - Expected back 18 Apr,0.0,0.0
475,Sven Botman,Botman,Newcastle,Defender,4.9,64,3.8,0.4,2.8,1151,1,1,5,17,1,0,6,240,358.8,50.0,134.0,54.3,2758,103,80194,103616,a,100.0,,2.8,2.3
476,Dan Burn,Burn,Newcastle,Defender,5.0,75,3.4,3.4,1.2,1721,0,3,6,28,7,1,5,218,382.8,87.6,76.0,54.7,6310,1030,1516897,1668586,a,100.0,,1.2,0.7
477,Tino Livramento,Livramento,Newcastle,Defender,4.9,55,3.9,1.9,1.5,1138,0,1,6,10,1,0,3,233,192.4,183.5,36.0,41.2,2960,123,1093616,1378699,a,100.0,,1.5,1.0
478,Kieran Trippier,Trippier,Newcastle,Defender,4.9,48,2.8,1.4,1.8,1392,0,1,5,24,3,0,2,202,261.4,430.7,12.0,70.3,1516,539,252660,376692,a,100.0,,1.8,1.3
479,Emil Krafth,Krafth,Newcastle,Defender,4.3,0,0.0,0.0,0.0,45,0,0,0,2,0,0,0,-8,1.4,1.2,0.0,0.3,2,11,1589,5203,i,0.0,Knee injury - Unknown return date,0.0,0.0
480,Jamaal Lascelles,Lascelles,Newcastle,Defender,4.3,1,0.5,0.0,0.0,19,0,0,0,2,0,0,0,0,10.2,0.0,7.0,1.7,0,9,2754,9061,u,0.0,has joined Leicester City permanently.,0.0,0.0
481,Alex Murphy,A.Murphy,Newcastle,Defender,3.8,1,1.0,0.7,0.0,1,0,0,0,1,0,0,0,-1,2.2,0.0,0.0,0.2,225,441,79303,103066,a,,,0.0,-0.5
